source_key,relative_path,filename,size_bytes,modified_at,sha256,status,sheet_count,sheet_names,header_preview
designer_workbooks,数值策划/数据源/策划源表/1+6礼包.xlsx,1+6礼包.xlsx,684378,2026-08-13T10:44:13.584491+00:00,832fb519430f9e7efcf463ef1e25123f38a09ac4c559ed77072cde9f0b0030b6,ok,4,OnePlusSixGift | frenzy | 数值体验表 | 道具id表,OnePlusSixGift: Id | Group | Type | ItemIDgp | ItemIDiap | Money | Sort | rewardType_3_0 | rewardId_3_0 | rewardNum_3_0 | rewardType_3_1 | rewardId_3_1 || frenzy: 价格 | 14.98 | id | 类型 | 数量 | 等价美金 | 单位金币 | 单位钻石 | 商店折扣 || 数值体验表: 分组定价 | id | 奖励类型 1金币 2钻石 3道具 4卡包 9美金(查表) 17美金金币 | 奖励物品ID1 1金币 2钻石 3物品id | 奖励数量1 | 奖励类型 1金币 2钻石 3道具 4卡包 9美金(查表) 17美金金币 | 奖励物品ID1 1金币 2钻石 3物品id | 奖励数量1 | 奖励类型 1金币 2钻石 3道具 4卡包 9美金(查表) 17美金金币 | 奖励物品ID1 1金币 2钻石 3物品id | 奖励数量1 | 等价美金 || 道具id表: name | _comm | itemID | 价值
designer_workbooks,数值策划/数据源/策划源表/CR数值整理.xlsx,CR数值整理.xlsx,2025883,2026-08-13T10:44:13.588480+00:00,f68bf7b3075c847473fe5a55e924c09bfe8943486988dd866e8b1c7f6aec01c7,ok,7,总览 | 等级 | vip | 时间礼包 | 新手之路 | 每日任务 | bp,总览: 等级 | √ | √ | √ | √ | × || 等级: 等级 | 膨胀 | 等级 | 膨胀 | 等级 | 膨胀 || vip: VIP 等级 | 旧CR | frenzy | 经验 | 新CR || 时间礼包: 奖励 | 旧CR | frenzy | 新CR || 新手之路: 任务id | 关卡ID | 阶段id | 机器id | 任务类型  游戏内系统共用 | 任务奖励 | 任务ICON | 任务内容 | 达成条件 | #收集symbol的id | #收集symbol的name
designer_workbooks,数值策划/数据源/策划源表/CR等级+buff新.xlsx,CR等级+buff新.xlsx,27210084,2026-08-13T10:44:13.655302+00:00,84a709d30ba5a325f38c9b20de06f669401cd9ae6379b7b28689b52c77f0af81,ok,22,付费 | 定价 | 锦标赛 | 赢钱宝箱规划-奖励 | 航海 | 等级-2倍-新版10.23 | 等级-2倍-新版12.3 | 等级-2倍-新版12.4 | 等级-2倍-新版12.4-经验非线性 | 挖宝 | 等级-2倍-新版10.15 | 付费膨胀-2倍-新版 | 付费膨胀-2倍 | 等级-2倍-新版 | 付费膨胀-2倍 (2) | 付费膨胀-3倍 | 付费膨胀-原始 | 赢钱宝箱规划-废弃 | 等级+buff | cashFrenzy等级 | cashFrenzy下注 | Sheet1,付费: 底注 | 一局金币 | 0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 || 定价: 物品 | 美金 | 钻石 | 金币 | 道具类型 | 道具id | 商店金币 || 锦标赛: 锦标赛关卡 | 目标场底注 | 目标场所需局数 | 当前关奖励 | 累计返还比 | 段位rank1 | 排名1奖励 | 段位rank20 | 排名20奖励 | 奖励缩放系数 | 当前关的奖励 | 奖励占比 || 赢钱宝箱规划-奖励: 3 | 0.514285714285714 | 60000 | 0.1 | 0.99 | 60000 | 105000 | 175000 | 700000 | 10000 | 1.5 | 2.5 || 航海: 每关牌局数 | 1000 | 3000 | 10000 | 20000 | 50000 | 100000 | 200000 | 500000 | 1000000 | 1000 | 1
designer_workbooks,数值策划/数据源/策划源表/quest数值.xlsx,quest数值.xlsx,6260434,2026-08-13T10:44:13.665275+00:00,782eb98cd397a984493a75c942a4c62c91ee4cb9dda258a88e2627965d9eb494,ok,14,cashFrenzy数值 | 道具id表 | QuestPickaxeGet | QuestGetLevel | QuestBPTask | QuestBlastLevelCfg | CommonBPLevel | CommonBPPrice | QuestItemPack | bet对应表 | QuestPickaxeGetCheatSheet | 数值体验表 | v5以上数值体验表 | 数值体验表备份,cashFrenzy数值: 关卡ID | 金币 | 美金 | 钻石 | 道具 | 凿子 | 关卡ID | 金币 | 美金 | 钻石 | 道具 | 凿子 || 道具id表: name | _comm | itemID | 价值 || QuestPickaxeGet: Id | Type | BetId | Probability | Points | Probability | Points || QuestGetLevel: 关卡ID | 升到下级积分数(升级后积分清0) | 满级奖励凿子数 | 经验倍率 || QuestBPTask: 任务ID | 任务类型 1：完成关卡 2：使用凿子数量 3：挖出宝石数 | 任务数值 | 奖励经验 | 备注 | 等价凿子数
designer_workbooks,数值策划/数据源/策划源表/免费奖励数值.xlsx,免费奖励数值.xlsx,18125,2026-08-13T10:44:13.665275+00:00,571d350b4b92a61fcff1ecfa4f8925cf7523ca81014970c164ca6df38164625f,ok,4,数值体验表 | FreeBonusHourly | FreeBonusWheel | FreeBonusMultiplier,数值体验表: id | playerLevel | level | betNeed | 花费时间min | 1 | 0.02 | 1 | 1 | 0 | 0 | 900 || FreeBonusHourly: id | level | moduleNameId | coins | weightType | weight | interval | maxRate || FreeBonusWheel: level | payType | moduleNameId | multi | weightType | weight | group | ItemIDgp | ItemIDiap | CommonPayKey | Money || FreeBonusMultiplier: level | multiplier | spinNeed
designer_workbooks,数值策划/数据源/策划源表/卡包数值调整.xlsx,卡包数值调整.xlsx,136252,2026-08-13T10:44:13.666272+00:00,04c5462a87748810d88713bb82cfb246182b16dd69da360a9ce0952aeec98587,ok,8,膨胀后 | 旧版 | 膨胀后新版 | 10.24调整 | 老虎机掉卡包旧版 | 老虎机掉卡包新版 | Sheet1 | Sheet2,膨胀后: 5 | 1000000 | 4 | 5 | 3400000 | 3.4 | 2 | 0.1 | 50000 | 3500000 | 350000 | 0.35 || 旧版: 5 | 1000000 | 4 | 5 | 1000000 | 4 | 2 | 0.1 | 50000 | 5000000 | 500000 | 2 || 膨胀后新版: 5 | 3400000 | 3.4 | 2 | 0.1 | 50000 | 3500000 | 350000 | 0.35 | 2 | 525 | 0.6825 || 10.24调整: 5 | 1000000 | 1 | 5 | 2000000 | 2 | 2 | 0.1 | 50000 | 2500000 | 350000 | 0.35 || 老虎机掉卡包旧版: 4 | 500000 | 3.2 | 2 | 抽水 | 50000 | 2500 | 0.0025 | 2 | 182 | 0.0182 | 3
designer_workbooks,数值策划/数据源/策划源表/宝藏矿工.xlsx,宝藏矿工.xlsx,942161,2026-08-13T10:44:13.667270+00:00,b954106fb2677826e936aa5deaf7d6737018f65c85d9d320286f669910fc1abb,ok,10,QuestPointsCheatSheet | QuestGetLevel | QuestPickGet | QuestMinerDropItem | QuestMinerMap | QuestMinerStageReward | QuestJackpotCfg | bet配置 | 数值体验表 | tycoon,QuestPointsCheatSheet: questType | Id | level | vip_16_0 | vip_16_1 | vip_16_2 | vip_16_3 | vip_16_4 | vip_16_5 | vip_16_6 | vip_16_7 | vip_16_8 || QuestGetLevel: Id | questType | LevelUpPoints | num || QuestPickGet: Id | questType | bet | Type | BetId | Probability | Points || QuestMinerDropItem: id | BoxNum | _descc | EmptyProb | BombProb | CashNum | ChipProb | chipNum | CardPageProb | CardPageItemId || QuestMinerMap: 关卡id | 关卡描述 | 障碍物描述 1普通砖块 2特殊砖块 9红钻石 10绿钻石 11蓝钻石 | 第几行 | 第一列 障碍物id | 第二列 障碍物id | 第三列 障碍物id | 第四列 障碍物id | 第五列 障碍物id | 第六列 障碍物id | 第七列 障碍物id | 第八列 障碍物id
designer_workbooks,数值策划/数据源/策划源表/幸运7数值.xlsx,幸运7数值.xlsx,1746181,2026-08-13T10:44:13.671260+00:00,8814f22a9a5c4b000c854ba149bb916017bb9060ad494aa4fa5b7176361409ef,ok,9,StrikeLuckyRound | StrikeLucky | QuestPickGet | QuestGetLevel | QuestPointsCheatSheet | bet配置 | 奖励配置 | 数值体验表 | tycoon,StrikeLuckyRound: round | costItemId_3_0 | costCount_3_0 | costItemId_3_1 | costCount_3_1 | costItemId_3_2 | costCount_3_2 | cherryCollect | cherryItemType | cherryItemId | cherryItemCount | sevenCollect || StrikeLucky: 格子id | 第几轮 | 1外圈  2中圈  3内圈 | 命中的权重 | 奖励类型 1金币 2钻石 3道具 4卡包 9礼包美金 17美金金币 999Jackpot收集物 | 奖励物品ID 1金币 2钻石 3物品id 骰子215006；樱桃13；7符号12 | 奖励数量 | 999对应的id参考QuestJackpotCfg.xlsx || QuestPickGet: Id | questType | bet | Type | BetId | Probability | Points || QuestGetLevel: Id | questType | LevelUpPoints | num || QuestPointsCheatSheet: questType | Id | level | vip_16_0 | vip_16_1 | vip_16_2 | vip_16_3 | vip_16_4 | vip_16_5 | vip_16_6 | vip_16_7 | vip_16_8
designer_workbooks,数值策划/数据源/策划源表/建造数值.xlsx,建造数值.xlsx,1314545,2026-08-13T10:44:13.673254+00:00,60d7eb0c765c6801275cd34a403d575c9c5e10f3cfa0ab1802a2593add01eb3d,ok,7,闸门 | 新手宫殿 | 建筑物 | 翻地块 | 翻地块备份 | tycoon截图 | tycoonSlots,闸门: 等级 | 升级消耗建设币 | 游客数 | 游客生成速率 (每秒) | 开启闸机口数量 1/2/3/4 | 排队上限 | 游客产金币速率（每秒） | 初始建设币 || 新手宫殿: 等级 | 升级消耗建设币 | 排队上限 || 建筑物: 建筑物 | 每轮产金币 | 产金币速率（秒） | 上限 || 翻地块: 章节 | 地块 | 消耗建设币 | 奖励金币 | 奖励钞票 | 消耗能量（spin） | 累计消耗（spin） | 花费美金 | 累计花费美金 | 奖励金币 | 奖励能量 | 其他 || 翻地块备份: 章节 | 地块 | 消耗建设币 | 奖励金币 | 奖励钞票 | 消耗能量（spin） | 累计消耗（spin） | 花费美金 | 累计花费美金 | 奖励金币 | 奖励能量 | 其他
designer_workbooks,数值策划/数据源/策划源表/建造数值体验表.xlsx,建造数值体验表.xlsx,39520,2026-08-13T10:44:13.674253+00:00,3865043f7c50b3a1eed7188f220d5224657a893050edbc48f2ddaf720925f021,ok,9,概览 | 数值体验表 | 掉落配置 | 全量Bet建筑币配置 | 源数据汇总 | BuildBox体验配置 | BuildLevelCfg汇总 | 前置升级路径 | 参数说明,概览: 指标 | 结果 | 说明 | 建筑 | 地块数 | 阶段耗时(天) | 即时返还率 || 数值体验表: 序号 | 时间段 | 阶段目标 | 建筑 | 地块数 | 阶段耗时(天) | 里程碑日 | 本段Spin | 掉落概率 | 需产出建设币 | 每次掉落建设币 | 期望建设币/Spin || 掉落配置: 阶段 | 目标完成日 | 阶段耗时(天) | 地块数 | 需产出建设币 | 每日Spin | 掉落概率 | 期望掉落次数 | 每次掉落建设币(固定值) | 期望建设币/Spin | 掉落档建议 | 备注 || 全量Bet建筑币配置: 序号 | Bet | 适用建筑 | 适用阶段 | 阶段推荐Bet | Bet阶段 | 阶段耗时(天) | 固定值/Bet | 建筑币固定值 | 每Spin期望建筑币 | 相对阶段推荐Bet | 掉落概率 || 源数据汇总: 建筑 | 地块数 | 翻地消耗建设币 | 前置消耗(仅建筑1) | 阶段总消耗建设币 | 推荐Bet | 建筑币固定值 | 阶段耗时(天) | 金币奖励(竞品) | 金币奖励USD | 奖励能量(spin) | 建筑日金币
